created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Dec 09 15:16:43 +0000 2023;1733505962676490448;"@neohistoria_id @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet mau se netral apapun, pada akhirnya sebagai warga negara kita punya kewajiban untuk memilih salah satu kandidat. tetap hargai perbedaan. jangan saling menjatuhkan persaudaraan,persahabatan,pertemanan lebih berharga";0;0;0;0;in;1418992715082129409;1733483788628586996;AnhotsA;https://twitter.com/AnhotsA/status/1733505962676490448
Sat Dec 09 15:16:42 +0000 2023;1733505961107841037;"@Dennysiregar7 kan cuma survei bukan pemilu wkwk";0;0;0;0;in;1647756037058097152;1733472240870826305;buttwerfly29;https://twitter.com/buttwerfly29/status/1733505961107841037
Sat Dec 09 15:16:36 +0000 2023;1733505934599839753;"@VIVAcoid Orang Jakarta yg sdh pernah merasakan kepemimpinan Anies dukung Prabowo yg blm pernah memimpin mrk dgn alasan lebih sejahtera? https://t.co/bK2Gibk5cB. Itu artinya kemimpinan Anies minus. Segitu gagalnya Anies memimpin Jkt smp kalah msh kalah dgn yg blm sama sekali memimpin Jkt.";0;0;1;1;in;3236091089;1733405899749052648;budiwxh;https://twitter.com/budiwxh/status/1733505934599839753
Sat Dec 09 15:16:34 +0000 2023;1733505925171073052;"@info_beragam @prabowo @Gerindra Mantab bro, bersama-sama PakbowoKita PilihannyaKita kita2 buat serunya masa depan kamu aku, dgn berkarya cerdas serta bekerja sukses.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra https://t.co/6CyR2wt61H";0;0;0;0;in;1711243442880417792;1733495825718993125;hidayhhh_nurul;https://twitter.com/hidayhhh_nurul/status/1733505925171073052
Sat Dec 09 15:16:27 +0000 2023;1733505896427487637;"@akupadi5 @M45Broo Pemuda Indonesia bkn hanya lu doang.. msh bnyk Pemuda Indonesia yg dukung Mas Gibran. Noh surveinya naik lagi.. Prabowo Gibran keren deh pokoknya, cocok mjd pemimpin kedepan dan melanjutkan progam Pak Jokowi";0;0;0;0;in;733195976;1733461129509445823;Arietakduts;https://twitter.com/Arietakduts/status/1733505896427487637
Sat Dec 09 15:16:21 +0000 2023;1733505870443708811;"@Paltiwest bro sorry ini mah gw bukan simpatisan prabowo tapi kalo tentang suratbitu mah maenan zaman dulu basi , setiap pemilu ruh barang ada terus setelah pemilu ilang bosen cari bahan lain ajalah yang kreatif";0;0;0;0;in;929413382939144193;1733169657337835843;eenglampung;https://twitter.com/eenglampung/status/1733505870443708811
Sat Dec 09 15:16:16 +0000 2023;1733505848897659064;"@ajengcute16__ @PDemokrat @AgusYudhoyono @prabowo Kampanye kok di tempat penampungan korban bencana alam?";0;0;0;0;in;1715719403374014464;1733353129121661242;MukeloR77689;https://twitter.com/MukeloR77689/status/1733505848897659064
Sat Dec 09 15:16:00 +0000 2023;1733505785001648352;"@bgengkarawang @Dennysiregar7 Tulisan bisa saja lgsg buat 98% Prabowo, Anis 1,2 dan Ganjar 0,8 yg penting bapak senang😁😁😁";0;0;0;0;in;1609143529066070018;1733441630202659143;Lubis21Sofyan;https://twitter.com/Lubis21Sofyan/status/1733505785001648352
Sat Dec 09 15:16:08 +0000 2023;1733505816270086637;"@LOVE_UM4M4 Harusnya 100% kog hanya 45%. Kan Jokowi+ Prabowo harusnya 100%.";0;0;0;0;in;558402914;1733434798646116489;SiahaanSabeth;https://twitter.com/SiahaanSabeth/status/1733505816270086637
Sat Dec 09 15:16:08 +0000 2023;1733505818920960358;"@Uki23 Saya gak bakal percaya pak @prabowo bisa percaya 100% sama penjilat seperti @Uki23  ini, ya ngk min @Gerindra 😀😀😀🤟🤟🤟 https://t.co/6FW0Gfj2ok";0;0;0;0;in;1538515676180099072;1733147545453686927;Antonyy_10;https://twitter.com/Antonyy_10/status/1733505818920960358
Sat Dec 09 15:15:48 +0000 2023;1733505734107877704;"saran gue td sih.. lagi musim pemilu takut banyak yg latah";0;0;0;0;in;1288268173398032384;1733505734107877704;66marrs;https://twitter.com/66marrs/status/1733505734107877704
Sat Dec 09 15:15:31 +0000 2023;1733505663719133260;"@mangkuto78 @kafiradikalis Sumbar (pernah) jadi lumbung suara Prabowo. langkah beliau  setelah pemilu 2019, membuat beberapa orang Minang kecewa. tidak semua. ada beberapa";0;0;0;0;in;1141856316;1733485717349871982;Babanya_Jiji;https://twitter.com/Babanya_Jiji/status/1733505663719133260
Sat Dec 09 15:15:31 +0000 2023;1733505663660437916;"@genx36545403 @hariqosatria @prabowo @Alie_Fahnoor @AlmaghribiS @are_inismyname @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @Ndons_Back @DediMulyadi71 Next: 1. Di kontenin sama yutuber alay2 2. Capres lain ikut lempar baju 🙈😁🤣🤣";0;0;0;0;in;1099903112716800000;1733488485355618773;BkarBlackSmith;https://twitter.com/BkarBlackSmith/status/1733505663660437916
Sat Dec 09 15:15:25 +0000 2023;1733505637160771992;"@psi_id Panutan banget PSI dan Pak Prabowo";0;0;0;0;in;1630375135814500355;1733482987290018261;haira_keshwari;https://twitter.com/haira_keshwari/status/1733505637160771992
Sat Dec 09 15:15:23 +0000 2023;1733505627480277054;"@Dennysiregar7 settingan hasil survei tiap dia ikut pemilu pasti kenceng ya, entahlah kapan bersikap jujur tanpa banyak drama";0;0;0;0;in;1709111640606810113;1733472240870826305;witic68603;https://twitter.com/witic68603/status/1733505627480277054
Sat Dec 09 15:15:14 +0000 2023;1733505592768233753;"Hasil survey awal Desember 2023 Pasangan @prabowo dan @gibran_tweet menang telak diangka 92%.  Survey nya diambil di kantor DPP @Gerindra  Bohir ketawa sambil nyekek leher @kurawa  Awokwokwokwokwokwok https://t.co/DvEheEB5uN";0;0;0;0;in;1557384792777588737;1733505592768233753;MandiriBerkah99;https://twitter.com/MandiriBerkah99/status/1733505592768233753
Sat Dec 09 15:15:11 +0000 2023;1733505577941418152;""Saya tidak bisa punya komentar ya,itu urusan peserta pemilu. Tapi saya sudah men-declare bahwa perangkat desa harus netral,"ujar Sultan Sultan mengaku akan menyiapkan sanksi jika terbukti ada perangkat desa yg tidak netral. 👇😎👍ini Baru Pemimpin Sejati! https://t.co/FkYypbzaVZ";1;0;0;1;in;1028124533201371136;1733505577941418152;MMargani5;https://twitter.com/MMargani5/status/1733505577941418152
Sat Dec 09 15:15:10 +0000 2023;1733505573600236007;"@datuakrajoangek Ada cerita suatu masa survey itu menipu Prabowo.  Semoga tidak berulang. Cuma khawatir akan terjadi lagi https://t.co/GOCMeYSMBO";0;0;0;0;in;607665858;1733408568278491378;slaheyan;https://twitter.com/slaheyan/status/1733505573600236007
Sat Dec 09 15:15:10 +0000 2023;1733505573231210848;"@Dwimesse_Dwi @andre_rosiade @prabowo Sepi ya.. Gw yakin si Andre pasti kena marah Prabowo.";0;0;0;1;in;1331112764;1733353845156372782;rang_simabua;https://twitter.com/rang_simabua/status/1733505573231210848
Sat Dec 09 15:15:06 +0000 2023;1733505555380232480;"@ronalkusut @prabowo Saya tetap konsisten tdk dukung prabowo yg saya dukung adalah gibran tegak lurus dgn jokowi";0;0;0;0;in;1210930281575632897;1733431017481142357;wellymerukh;https://twitter.com/wellymerukh/status/1733505555380232480
Sat Dec 09 15:15:02 +0000 2023;1733505541278953933;"@agathadew_ @prabowo @Gerindra Keren sis, bersama PakbowoKita PilihannyaKita tiap karya orang2 sekarang ini adalah investasi untuk berhasilnya bangsa besok.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra";0;0;0;0;in;1713480194814787584;1733496776513237279;KarenHallkins;https://twitter.com/KarenHallkins/status/1733505541278953933
Sat Dec 09 15:14:58 +0000 2023;1733505521947439454;"@massaall_ @milkuenyar @PartaiSocmed @prabowo @AgusYudhoyono Lbh parah lg ya dulu ngatai Jokowi tp tetap diangkat karena Jokowi ingin Indonesia adem. Andika sih so far msh santun dan jenderal favoritku sih. Berkapasitas, tegas, dan peduli. Meski rasanya aneh bener politik di Indonesia ini 😬";0;0;0;0;in;2600775367;1733333848069755066;diane1556xj;https://twitter.com/diane1556xj/status/1733505521947439454
Sat Dec 09 15:14:45 +0000 2023;1733505467329196307;"Calon Wakil Presiden Indonesia nomor urut tiga Mahfud MD meminta para mahasiswa sebagai pemilih muda tidak menjadi golongan putuh atau golput pada Pemilu 2024.  #SahabatGanjar https://t.co/iFopmJR0kU";0;1;1;2;in;940486643546386432;1733505467329196307;__RismaWidiono_;https://twitter.com/__RismaWidiono_/status/1733505467329196307
Sat Dec 09 15:14:39 +0000 2023;1733505442066964561;"@VIVAcoid Pendukung Prabowo tulen di 2019 lebih sedikit dibandingkan pemilih Prabowo karena ga mau milih Jokowi pdip. Di 2024 kaum oposisi milih Anis lah, dan pendukung Prabowo ada sedikit canggung keraguan sbb ada Gibran. Apalagi pendukung Jokwoi ga mngkin pasti mantep memilih oranowo";0;0;0;0;in;852097937459097600;1733405899749052648;dedifir30803641;https://twitter.com/dedifir30803641/status/1733505442066964561
Sat Dec 09 15:14:31 +0000 2023;1733505411872075922;"@PartaiSocmed Kamu ga malu tum, kuliti asn yang dukung ganjar, tapi diem ketika prabowo terang2an datang ke sumbar sebagai MENHAN namun melakukan kegiatan politik. Lebih parah lho itu 😅";0;0;0;0;in;1218226313460244481;1733498427240301003;ghalifmahesa17;https://twitter.com/ghalifmahesa17/status/1733505411872075922
Sat Dec 09 15:14:32 +0000 2023;1733505412920717784;"Hari pertama Prabu Prabowo Budiman dan #Dewa19 menggebrak #Indonesia  untuk #Prabowo - #Gibran . https://t.co/p0Q5VCWTXy";0;0;0;0;in;1192389223313096704;1733505412920717784;TitikTerangNews;https://twitter.com/TitikTerangNews/status/1733505412920717784
Sat Dec 09 15:14:32 +0000 2023;1733505414380282197;"@agathadew_ @prabowo @Gerindra Keren sis, bareng PakbowoKita PilihannyaKita setiap karya kita waktu ini adalah tabungan untuk berhasilnya negara nanti.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra https://t.co/OeTHq4HOQq";0;0;0;0;in;1713210320783855616;1733496776513237279;richardleens;https://twitter.com/richardleens/status/1733505414380282197
Sat Dec 09 15:14:29 +0000 2023;1733505400279113893;"@info_beragam @prabowo @Gerindra Masyarakat memilih PakbowoKita PilihannyaKita karena mendorong semangat baru yang progresiv dan mau mengerti keinginan masyarakat.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra";0;0;0;0;in;1711237138761826304;1733495825718993125;FaisalRrrrr_;https://twitter.com/FaisalRrrrr_/status/1733505400279113893
Sat Dec 09 15:14:23 +0000 2023;1733505375369109507;"@03__nakula Berdamai dengan prabowo. 🤣🤣🤣🤣";0;0;0;0;in;1602945540031143937;1733370929433255940;harisial03;https://twitter.com/harisial03/status/1733505375369109507
Sat Dec 09 15:14:23 +0000 2023;1733505375247429834;"@icalPBSI15 @Ryan_Fighter7 Belum pemilu, tenang aja bang, pada akhirnya kalau dia tidak diinginkan, dia tidak akan terpilih. Pegang omongan saya!. Analogimu kacau, kepsek memasukan anaknya ke sekolah artinya anaknya pasti kerja di sekolahan bapaknya, sedangkan ini dia tidak pasti jadi wakil presiden.";0;1;0;0;in;1011069016117407744;1733133355125006448;sastraabi;https://twitter.com/sastraabi/status/1733505375247429834
Sat Dec 09 15:14:21 +0000 2023;1733505367307686063;"@ajengcute16__ @PDemokrat @AgusYudhoyono @prabowo Katanya MENHAN yang ke PADANG bukan Capres No 2.. berarti make alat Negara semua ni berkampanye.. tapi sudahlah.. emang mereka suka begitu nanti di bilang fitnah lagi.. hahaha https://t.co/890DT6ZZak";0;0;0;0;in;1603739452211269632;1733353129121661242;RioHerman327;https://twitter.com/RioHerman327/status/1733505367307686063
Sat Dec 09 15:14:13 +0000 2023;1733505337091817660;"@AgusYudhoyono @prabowo Saya ga nyangka, AHY tak pikir orang yg punya dignity. Tapi zonk... Bisa dukung gibran sbg wapres 🤣🤣🤣🤣🤣";0;0;0;0;in;1118538604253335552;1733412950185332875;kece_juragan;https://twitter.com/kece_juragan/status/1733505337091817660
Sat Dec 09 15:14:11 +0000 2023;1733505325163266185;"@PartaiSocmed Makin yakin g milih prabowo...isinya orang gak jelas";0;0;0;0;in;85079670;1733438167423033683;Ghulam_Cromok;https://twitter.com/Ghulam_Cromok/status/1733505325163266185
Sat Dec 09 15:14:08 +0000 2023;1733505315268878456;"@Leonita_Lestari iya juga... ini pertarungan 2 dan 3... 2 gemoy dan 3 udah kaya pemilu 2004, mesti gini untuk nutup si congor putih... maaf si rambut putih...🙏🙏🙏";0;0;0;0;in;1549780886752985088;1733474218975907971;1254Abp;https://twitter.com/1254Abp/status/1733505315268878456
Sat Dec 09 15:14:01 +0000 2023;1733505286781170161;"@cuitcuap_ @prabowo @Gerindra Sangat nyata, sikap pemimpin yang dimiliki PakbowoKita PilihannyaKita tampak dari visi yang jelas untuk future yang lebih pasti bagi masyarakat.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra";0;0;0;0;in;1710352280216875008;1733501318302777451;danirusman35;https://twitter.com/danirusman35/status/1733505286781170161
Sat Dec 09 15:13:44 +0000 2023;1733505213708009934;"Nih kenapa tapak kaki kiri tiba tiba nyeri";0;0;0;0;in;1675702698;1733505213708009934;follow_theo;https://twitter.com/follow_theo/status/1733505213708009934
Sat Dec 09 15:13:56 +0000 2023;1733505262089306323;"@ArjayaDirja @adearmando61 Saya sih tetep yakin pilpres 2024 H nanti akan dimenangkan Prabowo-Gibran!";0;0;0;0;in;1688150123791200256;1733449033992290591;Has_musliem;https://twitter.com/Has_musliem/status/1733505262089306323
Sat Dec 09 15:13:59 +0000 2023;1733505275582382340;"Pembentukan Kelompok Penyelenggara Pemungutan Suara (KPPS) untuk Pemilu tahun 2024 bersama PPK dan PPS Pokja SDM se-Kabupaten Tulang Bawang pada 6-7 Desember 2023.  #KPUTulangBawang #KPUMelayani #PemiluSerentak2024 https://t.co/Kh1EjmshZW";0;0;0;0;in;1366956492532813826;1733505241839239343;KPUTulangBawang;https://twitter.com/KPUTulangBawang/status/1733505275582382340
Sat Dec 09 15:13:43 +0000 2023;1733505208720986183;"@agathadew_ @prabowo @Gerindra Ayo guys, bareng-bareng PakbowoKita PilihannyaKita kita2 bikin indahnya future kamu aku, dgn berkarya cerdas serta semangat keras.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra";0;0;0;0;in;1713208013660762112;1733496776513237279;susanmartist;https://twitter.com/susanmartist/status/1733505208720986183
Sat Dec 09 15:13:32 +0000 2023;1733505161975439552;"@msaid_didu Selamat berjuang. Tetap semangat. Kami disini juga berjuang untuk kemenangan Prabowo - Gibran. Pilpres harus penuh suka cita. Menggembirakan. Jangan tegang.";0;0;0;0;in;1603654839551922176;1732905729861054682;CheppyRosadi;https://twitter.com/CheppyRosadi/status/1733505161975439552
Sat Dec 09 15:13:29 +0000 2023;1733505150332051865;"Kpd yang terhormat Pasangan gemoy @prabowo @gibran_tweet tolong dong buat peraturan baru mengenai batasan usia dan syarat buat lamar kerja capek banget mau kerja kudu berpengalaman 2 thn mana maks 25 taun 😭 kalau ada loker spill juga @Gerindra 🙌🏻🙏🏼";0;0;0;0;in;1679206987547185152;1733505150332051865;louvbeea;https://twitter.com/louvbeea/status/1733505150332051865
Sat Dec 09 15:13:27 +0000 2023;1733505143528902985;"Bikin meriang kepanasan yg telah mengkhianati Prabowo";0;0;0;0;in;1523648066854998016;1733505143528902985;ababil_santoso;https://twitter.com/ababil_santoso/status/1733505143528902985
Sat Dec 09 15:13:14 +0000 2023;1733505089313394904;"kenapa ya sekarang gua gak bisa nulis narasi, joki narasi ada gak sih yang bayarnya pake kaos pemilu";0;1;0;0;in;1669013166070853632;1733505089313394904;startidiom;https://twitter.com/startidiom/status/1733505089313394904
Sat Dec 09 15:13:07 +0000 2023;1733505057457623056;"#sahabatbawaslu mari berjuang bersama untuk pemilu yang bersih dan berintegritas!  Melalui peringatan hari anti korupsi sedunia kita berkomitmen untuk pemilu tanpa politik uang!  @bawaslu_RI @Bawaslu_Kaltara https://t.co/vUw7LQPaCg";0;0;0;0;in;1539781505106722818;1733505057457623056;bawaslu_tarakan;https://twitter.com/bawaslu_tarakan/status/1733505057457623056
Sat Dec 09 15:12:21 +0000 2023;1733504866637770859;"@gibran_tweet Harapanku saat pemilu.Semoga  negeriku aman dan damai. Kita  bersaudara satu bangsa, mari  saling menghargai,  Jauhkan sifat  saling membenci. Buktikan    cinta kita kepada Allah SWT dengan usaha menggapai akhlak mulia. Aamiin YRA";0;0;0;0;in;145225376;1733294018275262732;FeyDown;https://twitter.com/FeyDown/status/1733504866637770859
Sat Dec 09 15:12:19 +0000 2023;1733504856462360695;"Punya";0;0;0;0;in;1675702698;1733504856462360695;follow_theo;https://twitter.com/follow_theo/status/1733504856462360695
Sat Dec 09 15:12:18 +0000 2023;1733504854474297574;"#TemanPemilih  Malam Minggu malam yang panjang, malam yang asik buat tahu Nomor Urut dan Partai Pengusul Pasangan Calon Presiden dan Wakil Presiden pada Pemilu Tahun 2024! Tetapkan hatimu, gunakan hak pilihmu, di Hari Kasih Suara!  #KPUMelayani #PemiluSerentak2024 #14Februari2024 https://t.co/zyVQ11FUvp";0;0;0;0;in;3098571746;1733504854474297574;kpudiy;https://twitter.com/kpudiy/status/1733504854474297574
Sat Dec 09 15:12:11 +0000 2023;1733504823016964199;"@OktavianusYahy1 @prabowo @psi_id Org tua diajarin alay";0;0;0;0;in;1142624343224012800;1733439409759080805;HaryadiLuwak;https://twitter.com/HaryadiLuwak/status/1733504823016964199
Sat Dec 09 15:12:08 +0000 2023;1733504810794774796;"Pemilu paling barbar sepanjang sejarah, orba ngga gini-gini amat klo curang";0;0;0;0;in;284853895;1733504810794774796;rsafari77;https://twitter.com/rsafari77/status/1733504810794774796
Sat Dec 09 15:12:05 +0000 2023;1733504797339218372;"Prabowo Berterima Kasih pada Prajurit Gendong Pendaki saat Erupsi Gunung Marapi. #Newsupdate #update #news #text https://t.co/yMHC9w3Km5";0;0;1;2;in;759692754985242625;1733504797339218372;kumparan;https://twitter.com/kumparan/status/1733504797339218372
Sat Dec 09 15:12:02 +0000 2023;1733504784345465263;"Mau you bungkus gabungan atau apapun itu isinya ya tetep partai. Gk bakal berubah jd lemper.  Semua 3 kandidat itu kl bicara ambisi, semuanya nya ya berambisi.  Apalagi Prabowo &amp  Anies itu sama² ambisi.  Bedanya 1 pny partai, yg 1 gk pny partai.";0;3;0;0;in;881504623072133120;1733504784345465263;Tjel0up;https://twitter.com/Tjel0up/status/1733504784345465263
Sat Dec 09 15:11:59 +0000 2023;1733504774241505366;"@cuitcuap_ @prabowo @Gerindra bareng PakbowoKita PilihannyaKita benar asik, sebab betul bahwa disetiap halangan menjadi peluang agar tumbuh dan berkembang.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra";0;0;0;0;in;1716474638598021120;1733501318302777451;almaanaise;https://twitter.com/almaanaise/status/1733504774241505366
Sat Dec 09 15:11:48 +0000 2023;1733504727982514541;"@dewawis15053699 Hasil survey awal Desember 2023 Pasangan @prabowo dan @gibran_tweet menang telak diangka 92%.  Survey nya diambil di kantor DPP @Gerindra";0;0;0;0;in;1557384792777588737;1733476965255196749;MandiriBerkah99;https://twitter.com/MandiriBerkah99/status/1733504727982514541
Sat Dec 09 15:11:33 +0000 2023;1733504663469850677;"@info_beragam @prabowo @Gerindra Kita2 memilih PakbowoKita PilihannyaKita karena mendukung semangat baru yang kedepan dan bisa mengerti aspirasi rakyat.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra";0;0;0;0;in;1711236618730995712;1733495825718993125;CahayaaaPutri;https://twitter.com/CahayaaaPutri/status/1733504663469850677
Sat Dec 09 15:11:30 +0000 2023;1733504651931328934;"@cuitcuap_ @prabowo @Gerindra Jadi percaya bareng PakbowoKita PilihannyaKita, kita raih future adalah punya kita2, serta kita2 mempunyai kecerdasan untuk meraihnya.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra";0;0;0;0;in;1710447452598517760;1733501318302777451;anikaanesa;https://twitter.com/anikaanesa/status/1733504651931328934
Sat Dec 09 15:11:23 +0000 2023;1733504623342915784;"@Uki23 Org yg pengen dan ambisi masuk Senayan...   Akan menggunakan segala cara dan janji...   Sama sprt Prabowo yg sangat ambisi mau jd presiden...   BEM UG..   DEWA 19";0;0;0;0;in;1611688576894525443;1733428738581500192;RiniNat86338343;https://twitter.com/RiniNat86338343/status/1733504623342915784
Sat Dec 09 15:11:16 +0000 2023;1733504591277535687;"@RcyberProj0 @prabowo @gibran_tweet Jangan terlalu percaya dengan Projo suka berhalusinasi contoh nya ini aj https://t.co/ypFk7nqcwT";0;0;0;0;in;1276876868340203520;1733452018440888762;bendolganteng;https://twitter.com/bendolganteng/status/1733504591277535687
Sat Dec 09 15:11:05 +0000 2023;1733504546973036753;"@_BungHerwin Sampe Ga bisa nulis melihat kondisi  pemilu 2024....demokrasi lagi dirusak kali ya";0;0;0;0;in;1705116203474444288;1733138069887553732;tonopuragus2929;https://twitter.com/tonopuragus2929/status/1733504546973036753
Sat Dec 09 15:11:05 +0000 2023;1733504546322940146;"@botmenfess @neohistoria_id @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet sumpah bosen gw nemu komenan lu mulu";0;0;0;0;in;1559867888089317376;1733483788628586996;hottestkala;https://twitter.com/hottestkala/status/1733504546322940146
Sat Dec 09 15:11:02 +0000 2023;1733504535652622792;"@GunRomli Sampai jumpa PDIP di neraka";0;0;0;0;in;1724233002027479040;1733501993518596549;rakannewbo19526;https://twitter.com/rakannewbo19526/status/1733504535652622792
Sat Dec 09 15:10:59 +0000 2023;1733504522495115406;"@AgusYudhoyono @prabowo Gibrannya juga diendorse gus... Prabowo dan gibran 1 paket.. jangan lupakan itu!!!!  Promosikan gibran!!!  Karena itu BOS anda juga";0;0;0;0;in;2345017333;1733412950185332875;ottttoedy;https://twitter.com/ottttoedy/status/1733504522495115406
Sat Dec 09 15:10:52 +0000 2023;1733504490488353082;"@masdesmron @anakdesaid @blontankpoer Saya cuma menyampaikan apa yg disampaikan masyarakat, khsusunya pemilih Prabowo. Terkait Israel, meski dia tidak tegas menolak Israel, tapi bantuan dia ke Palestina secara pribadi luar biasa. Silakan tanya aktivis Gaza kalau ga percaya.   mau diskusi foodestate?";0;2;0;0;in;1690922889984569344;1733330126417629477;AliKarimi_23;https://twitter.com/AliKarimi_23/status/1733504490488353082
Sat Dec 09 15:10:51 +0000 2023;1733504487179112605;"@info_beragam @prabowo @Gerindra Asik betul, PakbowoKita PilihannyaKita itu pemimpin yang serius dalam peningkatan kesejahteraan bangsa, dan benar terlibat bersama masyarakat.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra https://t.co/CZfnCQXl3M";0;0;0;0;in;1711238244002861056;1733495825718993125;YogaPurnnnama;https://twitter.com/YogaPurnnnama/status/1733504487179112605
Sat Dec 09 15:10:51 +0000 2023;1733504486646358290;"@cuitcuap_ @prabowo @Gerindra Jelas nggak, kenapa saya suka PakbowoKita PilihannyaKita, karena punya kemampuan memimpin yang disegani waktu mengemban tanggung jawabnya.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra https://t.co/ZqluNDb69E";0;0;0;0;in;1710448710122078208;1733501318302777451;arabeladewi;https://twitter.com/arabeladewi/status/1733504486646358290
Sat Dec 09 15:10:51 +0000 2023;1733504486478647621;"@psi_id Pak Prabowo hadir di tengah puluhan ribu kader PSI seIndonesia";0;0;0;0;in;1634411926548803585;1733482987290018261;RaniaCalya;https://twitter.com/RaniaCalya/status/1733504486478647621
Sat Dec 09 15:10:50 +0000 2023;1733504484519952582;"@jokowi Assalamualaikum pak Pengungsi Rohingya itu tidak terdampar melainkan Dikirim oleh Agen-Agen untuk datang(Penyelundupan Manusia). UNHCR Dan USMAN HAMID hrs diselidiki mengapa Mereka Ngotot Agar Indonesia Menerima Pengungsi Etnis Rohingnya apakah Mereka Terlibat. #NKRI HARGA MATI";0;0;0;0;in;1629676201534193665;1733084460172845500;VictorPardede86;https://twitter.com/VictorPardede86/status/1733504484519952582
Sat Dec 09 15:10:50 +0000 2023;1733504483299328220;"@tirta_cipeng Kasian sampai segitunya  nanti aku support prabowo gibran...yeay";0;0;0;0;in;1335382116574490627;1733478242127151202;GNET888;https://twitter.com/GNET888/status/1733504483299328220
Sat Dec 09 15:10:48 +0000 2023;1733504477028864000;"@alextham878 😀🤡 Sepertinya diakar rumput yg rasional Anies atau Ganjar. Memilih Prabowo diusia tua dan Anak bermasalah itu Irasional sih.";0;0;0;0;in;1593903075705516033;1733487367624020255;ned_cromagnon;https://twitter.com/ned_cromagnon/status/1733504477028864000
Sat Dec 09 15:10:38 +0000 2023;1733504434758652244;"@MIrvanDarwin1 @Hasbil_Lbs @AgusYudhoyono @prabowo 🤣🤣🤣🤣  yg di sorot yg ngomong doang pengunjung hanya sangat sebentar dan itu juga kebanyakan bawa bendera partai pendukung, sudah dipastikan itu kader dan anggota keluarganya, kalau warga yg suka rela datang dipastikan tdk akan membawa bendera partai Hibur diri terus 🤣🤣🤣";0;0;0;0;in;1336297394;1733446591137386498;fz_riady;https://twitter.com/fz_riady/status/1733504434758652244
Sat Dec 09 15:10:36 +0000 2023;1733504422918132183;"@Muhammad_Saewad Dia gak salah negara gak bener inj";0;0;0;0;in;1724233002027479040;1733501202959384876;rakannewbo19526;https://twitter.com/rakannewbo19526/status/1733504422918132183
Sat Dec 09 15:10:35 +0000 2023;1733504421777277418;"@Uki23 2014 lawan prabowo 2019 lawan prabowo 2024 jilat prabowo  FIX LU MENCLA-MENCLE 🫰🏼😁";0;0;0;0;in;1496868661230903296;1733145838606590181;kangcucoklogi;https://twitter.com/kangcucoklogi/status/1733504421777277418
Sat Dec 09 15:10:34 +0000 2023;1733504414487662606;"Pak @prabowo dan anak asuh #PrabowoGibran2024 https://t.co/wfCZCmU8Hz";1;0;1;2;in;426437287;1733504414487662606;Zero8ok;https://twitter.com/Zero8ok/status/1733504414487662606
Sat Dec 09 15:10:33 +0000 2023;1733504412428157171;"Ini juga anak muda keren. Yang turut terjun di kontestasi pilpres. Kalo Ganjar punya Alam... Anies punya Mutiara. Prabowo punya Gibran ama Kaesang...dapat nebeng dari Jokowi tapinya https://t.co/O6bSUcsp9U";0;2;1;5;in;980685208969031680;1733504412428157171;SantorinisSun;https://twitter.com/SantorinisSun/status/1733504412428157171
Sat Dec 09 15:10:24 +0000 2023;1733504376558567837;"@agathadew_ @prabowo @Gerindra bersama PakbowoKita PilihannyaKita emang asik, sebab benar bahwa disetiap masalah menjadi peluang untuk tumbuh dan suksesp.  #AkuRelawanPrabowoGibran #KitaMudaBeraniKeren SerunyaBareng AyahbowoGibran @prabowo @gerindra https://t.co/Dsj0qFS13r";0;0;0;0;in;1713209330546397184;1733496776513237279;davidanzota;https://twitter.com/davidanzota/status/1733504376558567837
